TRADE_DT	S_INFO_WINDCODE	open	close	high	low	volume	vwap
20230927	AAPL	170.62039864934732	168.4557647705078	171.03553164114703	167.0917606780329	66921800	169.30086393475875
20230928	AAPL	167.37838547451082	168.71275329589844	170.03722730338785	165.67830850769053	56294400	167.9516686453719
20230929	AAPL	170.02736032081233	169.22674560546875	171.06520035560507	168.36681324873706	51861100	169.67152988265582
20231002	AAPL	169.23661305458424	171.7373046875	172.28093658205415	168.9499639274405	52164500	170.55120456289475
20231003	AAPL	170.2645306917589	170.4029083251953	171.61867083541966	168.84122435442626	49594600	170.2818335517
20231004	AAPL	169.10810929534875	171.64834594726562	172.19197782627828	168.98950418793981	53020300	170.48448431420812
20231005	AAPL	171.77684421895017	172.88388061523438	173.41761872545223	170.67970163713667	48527900	172.18951129919336
20231006	AAPL	171.78670253501804	175.4339599609375	175.9281679572511	171.173874363808	57266700	173.58067620425368
20231009	AAPL	174.76185568517045	176.91661071777344	176.9759132731787	173.76356081110382	42390800	175.6044851218066
20231010	AAPL	176.03692856454262	176.3235626220703	177.63815795783916	175.8886570875863	43698000	176.47182655800958
20231011	AAPL	176.13573714899445	177.7172088623047	177.76663268122664	175.5426965680271	47551100	176.79056881513822
20231012	AAPL	177.98411345020415	178.61669921875	180.2278073787141	176.96603088257305	56743100	178.4486627325603
20231013	AAPL	179.31843486264313	176.77821350097656	179.82252160984507	176.07643148158712	51427100	177.99890036376297
20231016	AAPL	174.70255348644375	176.6497344970703	177.0055649122618	174.46532818230494	52517000	175.7057952695202
20231017	AAPL	174.60370757241088	175.09791564941406	176.35320838797153	172.77514673671925	57549400	174.7074945866289
20231018	AAPL	173.5461178040648	173.8031005859375	175.5229501994882	173.08156098457755	54764400	173.988432393517
20231019	AAPL	174.00075828264139	173.427490234375	175.7799102245973	173.16061367257353	59302900	174.0921931035468
20231020	AAPL	173.27923973046956	170.8773956298828	173.3879661145723	170.64017031492207	64244000	172.0461929474617
20231023	AAPL	168.93020088937016	170.99598693847656	171.99428177951037	167.96154224302492	55980100	169.9705029625955
20231024	AAPL	171.04539603931104	171.43087768554688	171.65820914819068	169.46392436745393	43816600	170.89960181012566
20231025	AAPL	169.88897487497013	169.11801147460938	171.0552987076063	168.67321213575732	57157000	169.6838742982358
20231026	AAPL	168.3964558542296	164.95677185058594	169.39476582537458	163.75090293239452	70625300	166.62472411564616
20231027	AAPL	164.97653958977486	166.2713623046875	167.00279566914165	164.89746448966903	58499100	165.78704051331826
